序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型,經度,緯度
974,全家便利商店股份有限公司-莊敬店,110臺北市信義區莊敬路３７４號,A001126,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.564896405472,25.027555117862
975,全家便利商店股份有限公司-通和店,106臺北市大安區通安街７７號,A000945,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553294175096,25.030356517541
976,全家便利商店股份有限公司-通河店,111臺北市士林區通河街１４５號,A001186,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52065428976,25.081000060346
977,全家便利商店股份有限公司-博陽店,100臺北市中正區光復里衡陽路６９號一樓,A001174,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.511766622547,25.042377549709
978,全家便利商店股份有限公司-喬治店,106臺北市大安區基隆路二段１７２號,A001015,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.554771904626,25.026556791284
979,全家便利商店股份有限公司-富民店,108臺北市萬華區萬大路４９３巷４８弄２３－４號及Ｂ１,A000924,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.499294182984,25.01950450941
980,全家便利商店股份有限公司-富康店,115臺北市南港區富康街８６號１Ｆ,A001091,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.616965877645,25.051942558518
981,全家便利商店股份有限公司-富陽店,100臺北市中正區襄陽路７號１樓,A001090,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.515899487546,25.043533707524
982,全家便利商店股份有限公司-富臺店,110臺北市信義區虎林街１２０巷１４８號１樓,A001142,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.574154049891,25.04213338487
983,全家便利商店股份有限公司-富錦店,105臺北市松山區新益里富錦街５２９號一樓,A001144,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5654254712,25.061265204596
984,全家便利商店股份有限公司-尊賢店,112臺北市北投區尊賢街２６０號１Ｆ,A001214,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.507150457011,25.117304890937
985,全家便利商店股份有限公司-復中店,112臺北市北投區中和街３２８號１樓,A000921,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.499642618699,25.141199349957
986,全家便利商店股份有限公司-復昌店,110臺北市信義區光復南路５０５號、５０７號及文昌街３２,A001158,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.557620745878,25.031996730264
987,全家便利商店股份有限公司-復林店,104臺北市中山區林森北路１４９－１．１４９－２號１樓,A001202,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525352430309,25.051531761443
988,全家便利商店股份有限公司-復盛店,105臺北市松山區八德路四段４０號．４２號,A000982,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.559239626657,25.048223466169
989,全家便利商店股份有限公司-復榮店,104臺北市中山區復興北路５１４巷３６號１樓,A000962,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.542477329049,25.06588581254
990,全家便利商店股份有限公司-敦北店,105臺北市松山區敦化北路４巷１６號１樓,A001121,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.547607472887,25.050224897009
991,全家便利商店股份有限公司-敦安店,106臺北市大安區安和路一段１１２巷２７號,A000737,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.55035665331,25.034001681504
992,全家便利商店股份有限公司-敦南店,106臺北市大安區敦化南路二段９８號,A001056,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.548386738425,25.027988336528
993,全家便利商店股份有限公司-敦新店,106臺北市大安區敦安里仁愛路四段１１２巷５號一樓,A001127,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.549714515707,25.036961289606
994,全家便利商店股份有限公司-晶華店,104臺北市中山區林森北路３３４號,A001026,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525361147488,25.056716094286
995,全家便利商店股份有限公司-景中店,116臺北市文山區景中街５號，七號一樓,A001104,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541763693812,24.993040200785
996,全家便利商店股份有限公司-景文店,116臺北市文山區景文街８３號,A001217,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541386508169,24.991137466855
997,全家便利商店股份有限公司-景行店,116臺北市文山區景興路２０２巷１４號,A000970,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.543183001477,24.992010861166
998,全家便利商店股份有限公司-景和店,116臺北市文山區羅斯福路六段２７４號,A001147,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.539999554651,24.991410255894
999,全家便利商店股份有限公司-景興店,116臺北市文山區興隆路一段２４９號１樓,A001163,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.544201318894,24.999577708076
1000,全家便利商店股份有限公司-港福店,115臺北市南港區福德街３７３巷６３號１樓,A001128,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.592030889165,25.039593542479
1001,全家便利商店股份有限公司-港墘店,114臺北市內湖區港墘路４４號,A001088,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.578085497757,25.0821017777
1002,全家便利商店股份有限公司-湖山店,114臺北市內湖區麗山街３４８巷１０弄２號,A001148,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.573554157081,25.08216929393
1003,全家便利商店股份有限公司-湖光店,114臺北市內湖區金湖路４９號１樓,A001149,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.596686533464,25.082187901755
1004,全家便利商店股份有限公司-湖安店,114臺北市內湖區內湖路一段２８５巷１９號１樓,A001213,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.567000598445,25.082924210039
1005,全家便利商店股份有限公司-湖運店,114臺北市內湖區洲子街１２號,A001099,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.575042447809,25.078221124168
1006,全家便利商店股份有限公司-紫陽店,114臺北市內湖區文德路２１２號,A000938,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.584047042571,25.078321246001
1007,全家便利商店股份有限公司-華林店,111臺北市士林區中正路２５３號１樓,A001227,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52501556162,25.094958778981
1008,全家便利商店股份有限公司-華崗店,111臺北市士林區光華路２６巷３號－２,A000952,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541832341599,25.137227710866
1009,全家便利商店股份有限公司-華視店,106臺北市大安區光復南路１１６巷２６號,A000944,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.556426240856,25.042978615986
1010,全家便利商店股份有限公司-華園店,108臺北市萬華區和平里西園路二段１４０巷３２號一樓,A001176,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.495450242188,25.030996182482
1011,全家便利商店股份有限公司-華碩店,112臺北市北投區立德路１５號,A001047,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.471177424058,25.124974290433
1012,全家便利商店股份有限公司-華德店,116臺北市文山區景華街７５號,A001207,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.545456676532,24.995289358774
1013,全家便利商店股份有限公司-貴陽店,108臺北市萬華區貴陽街二段１８２號，１８４號,A001108,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.500579631655,25.040101821087
1014,全家便利商店股份有限公司-開封店,100臺北市中正區開封街一段４１號１樓,A000984,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.512526609708,25.046062443892
1015,全家便利商店股份有限公司-開懷店,100臺北市中正區黎明里懷寧街１７號１樓,A000995,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.514251102467,25.0456220587
1016,全家便利商店股份有限公司-陽大店,臺北市立農街二段１５５號１樓,A001450,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.513309311826,25.11965056654
1017,全家便利商店股份有限公司-陽光店,114臺北市內湖區瑞光路２１０號,A000925,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.576318089653,25.075200411992
1018,全家便利商店股份有限公司-順輝店,116臺北市文山區光輝路７號,A000923,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.555012129971,24.986426962999
1019,全家便利商店股份有限公司-匯豐店,104臺北市中山區南京東路二段１１號,A001130,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.528422553804,25.052336382238
1020,全家便利商店股份有限公司-廈門店,100臺北市中正區廈門街５２號,A001007,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.51738719154,25.025274904922
1021,全家便利商店股份有限公司-微風店,105臺北市松山區市民大道四段５１號１樓,A000696,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.546123540749,25.045316789786
1022,全家便利商店股份有限公司-新中坡店,110臺北市信義區中坡南路２２９號,A001109,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.585093439363,25.040624097474
1023,全家便利商店股份有限公司-新內湖店,114臺北市內湖區成功路２段４２０號,A001129,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.589715723689,25.071229653
1024,全家便利商店股份有限公司-新文華店,116台北市文山區景華街３巷２號１樓及Ｂ１,A001060,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541600665795,24.995143304111
1025,全家便利商店股份有限公司-新生店,104臺北市中山區正義里新生北路一段１１２號,A000916,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.527873622965,25.050487795403
1026,全家便利商店股份有限公司-新生南路店,106臺北市大安區新生南路一段１６３號,A000469,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.532954984127,25.034315248502
1027,全家便利商店股份有限公司-新光店,104臺北市中山區南京西路１２巷１號１樓,A000948,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.521490384602,25.051740596561
1028,全家便利商店股份有限公司-新安店,106臺北市大安區瑞安街２７４號１樓,A000703,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.539147869469,25.026157393598
1029,全家便利商店股份有限公司-新成鑫店,115臺北市南港區玉成街１７６巷１號,A000997,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.584287267916,25.044386314715
1030,全家便利商店股份有限公司-新忠隆店,110臺北市信義區興雅里忠孝東路五段７１巷８號壹樓,A001225,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.567248702779,25.041788846739
1031,全家便利商店股份有限公司-新昌店,100臺北市中正區龍福里南昌路一段４９號一樓,A001150,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.517223912066,25.03137550551
1032,全家便利商店股份有限公司-新昆陽店,115臺北市南港區昆陽街１４５號,A001201,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.594202556458,25.050118111563
1033,全家便利商店股份有限公司-新東店,105臺北市松山區新東街１４號,A000692,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.566166347622,25.057844969005
1034,全家便利商店股份有限公司-新林森店,104台北市中山區林森北路６３０號１樓,A001010,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525614113326,25.067596307521
1035,全家便利商店股份有限公司-新松林店,110臺北市信義區虎林街６１－４號,A000702,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.577076903347,25.046264783035
1036,全家便利商店股份有限公司-新松春店,110臺北市信義區松山路２８１號１樓,A001112,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.577979047586,25.043088921831
1037,全家便利商店股份有限公司-新知行店,112臺北市北投區關渡里知行路２３７號,A001032,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.467016982598,25.120387713015
1038,全家便利商店股份有限公司-新青年店,108臺北市萬華區青年路６號,A000906,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.506208163456,25.026141048887
1039,全家便利商店股份有限公司-新峨嵋店,108臺北市萬華區峨眉街８２號１樓,A000929,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.504063821167,25.044122033307
1040,全家便利商店股份有限公司-新泰店,104臺北市中山區聚盛里民生東路一段４１號一樓,A000734,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525978642295,25.05819344663
1041,全家便利商店股份有限公司-新健康店,105臺北市松山區南京東路四段１３３巷９弄２號,A001016,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.555255875716,25.053223229504
1042,全家便利商店股份有限公司-新惠安店,100台北市中正區中華路二段３０７巷４６號,A001131,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.506470768483,25.02950655065
1043,全家便利商店股份有限公司-新湖店,114臺北市內湖區新湖二路２５０巷８號１樓,A001152,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.582556824005,25.064847546194
1044,全家便利商店股份有限公司-新貿店,110臺北市信義區信義路四段４０７號壹樓,A001137,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.558933016639,25.033254644383
